DATE,T2M1,T2M,T2M_MIN,QV2M,PRECTOTCORR,PS,WS10M_MAX,WS10M_MIN,WS10M
26-11-2000,24.76,34.74,16.74,3.17,0,100.74,4.74,2.09,3.2
27-11-2000,25.15,33.88,17.83,6.41,0,100.66,5.03,1.52,2.94
28-11-2000,24.28,32.77,17.65,4.64,0,100.72,4.85,2.94,4
29-11-2000,22.94,32.25,15.8,3.91,0,100.77,6.54,2.83,4.36
30-11-2000,21.78,32.11,13.83,2.56,0,100.94,4.98,3,3.76
01-12-2000,20.58,31.79,12.18,1.71,0,101.01,6.63,3.47,4.71
02-12-2000,20.2,32.12,11.46,1.34,0,101.04,6.12,2.89,4.4
03-12-2000,20.8,33.27,10.9,1.22,0,101.1,5.27,2.2,3.81
04-12-2000,21.65,34.03,11.92,1.22,0,100.96,4.87,1.54,3.27
05-12-2000,22.75,34.98,12.8,1.53,0,100.82,3.98,2.12,3.17
06-12-2000,23.65,35.14,14.51,2.44,0,100.83,4.38,2.45,3.5
07-12-2000,23.76,35.26,14.59,2.26,0,100.9,4.72,2.24,3.46
08-12-2000,24,35.4,14.28,2.32,0,100.88,4.89,1.06,2.93
09-12-2000,23.86,34.74,15.15,2.87,0,100.78,3.93,1.23,2.95
10-12-2000,23.1,33.83,14.96,2.44,0,100.82,4.39,1.49,3.29
11-12-2000,22.95,33.32,14.51,2.44,0,100.89,4.44,1.57,2.85
12-12-2000,22.3,33.56,13.53,2.38,0,100.92,4.59,0.95,2.98
13-12-2000,22.55,33.39,13.72,2.32,0,100.85,3.62,1.63,2.87
14-12-2000,23.15,33.52,13.48,2.44,0,100.78,3.75,0.16,2.11
15-12-2000,23.48,33.56,14.13,2.81,0,100.84,3.62,0.4,2.48
16-12-2000,24.25,34.36,15.05,2.93,0,100.97,4.16,0.66,2.42
17-12-2000,22.95,33.36,14.2,3.42,0,101.05,3.62,0.29,2.36
18-12-2000,23.89,34.07,16.04,5.31,0,100.92,4.5,1.44,3.27
19-12-2000,22.35,32.14,14.23,4.52,0,100.8,4.27,0.83,2.88
20-12-2000,22.17,32.87,13.92,3.23,0,100.84,4.36,1.27,2.73
21-12-2000,22.48,33.74,13.4,2.93,0,100.89,4.92,1.08,3.02
22-12-2000,22.42,34.01,13.54,2.62,0,100.91,4.71,0.55,3.06
23-12-2000,21.98,33.15,13.51,2.08,0,100.84,4.3,0.8,3.01
24-12-2000,21.76,33.39,12.45,1.71,0,100.8,3.84,0.61,2.76
25-12-2000,21.73,33.48,12.39,1.95,0,100.78,4.05,1.8,2.93
26-12-2000,21.48,33.3,12.14,2.08,0,100.84,4.71,1.41,3.27
27-12-2000,21.17,32.1,11.89,1.95,0,100.84,4.91,1.45,2.92
28-12-2000,20.62,32.13,11.48,2.01,0,100.8,3.91,0.55,2.8
29-12-2000,21.54,32.48,12.46,2.44,0,100.71,4.2,0.72,2.81
30-12-2000,22.55,31.58,15.68,4.27,1.29,100.57,4.31,2.61,3.2
31-12-2000,21.12,28.71,15.56,7.69,0.19,100.63,4.41,2.2,3.23
01-01-2001,18.64,27.3,11.38,3.66,0.02,100.7,4.66,2.08,3.38
02-01-2001,18.04,27.02,10.69,4.46,0,100.96,4.28,2.62,3.38
03-01-2001,18.53,28.56,10.4,3.91,0,101.02,4.29,2.87,3.6
04-01-2001,18.76,29.53,10.51,3.3,0,101.01,5.89,3.28,4.23
05-01-2001,19.45,30,10.71,3.17,0,100.95,5.21,0.85,3.41
06-01-2001,20.19,30.83,11.73,2.99,0,100.83,4.38,0.25,3.12
07-01-2001,19.93,29.65,12.47,2.62,0,100.75,4.73,1.98,3.28
08-01-2001,17.75,27.95,9.19,2.08,0,100.79,4.67,2.7,3.68
09-01-2001,17.7,28.28,9.63,2.44,0,100.92,6.4,2.34,4
10-01-2001,18.93,29.71,9.94,2.69,0,100.87,5.23,0.73,3.39
11-01-2001,20.3,31.12,11.92,2.69,0,100.64,4.29,0.1,3
12-01-2001,20.44,30.78,12.11,2.32,0,100.74,4.1,2.15,3.41
13-01-2001,20.33,30.86,11.78,2.26,0,100.87,4.66,2.05,3.41
14-01-2001,20.27,31.51,10.61,2.69,0,100.77,4.99,0.5,3.12
15-01-2001,20.9,31.87,12.28,2.38,0,100.74,4.15,1.59,3.02
16-01-2001,20.63,31.46,11.42,2.93,0,100.84,4.02,0.51,2.77
17-01-2001,21.51,32.6,12.37,3.36,0,100.88,4.89,1.23,3.1
18-01-2001,23.1,33.47,15.12,3.36,0,100.86,3.7,0.91,2.57
19-01-2001,23.4,33.8,16.19,2.81,0,100.89,3.9,1.51,3.12
20-01-2001,22.74,32.9,15.01,2.56,0,100.9,4.57,2.21,3.54
21-01-2001,21.21,29.87,14.12,3.66,0,100.76,4.76,1.95,3.41
22-01-2001,20.69,29.49,13.96,5.8,0,100.67,4.63,1.98,3.66
23-01-2001,19.3,30.34,10.25,1.53,0,100.85,4.91,3.22,4.02
24-01-2001,18.48,30.29,8.44,1.04,0,100.9,5.48,2.17,3.6
25-01-2001,18.69,31.31,8.21,1.4,0,100.8,4.97,1.3,3.18
26-01-2001,20.22,32.48,10.07,1.34,0,100.7,5.14,0.74,3.21
27-01-2001,21.07,33.47,10.4,1.53,0,100.69,5.23,1.39,3.23
28-01-2001,22.01,34.04,12.4,1.89,0,100.63,5.47,1.16,3.13
29-01-2001,22.27,33.01,14.08,2.44,0,100.63,3.91,1.96,3.01
30-01-2001,22.09,31.19,13.99,4.58,0,100.72,6.09,2.69,3.86
31-01-2001,20.2,30.07,12.55,1.04,0,100.68,6.26,3.3,4.53
01-02-2001,19.93,32.5,10.06,0.79,0,100.63,6.37,2.42,4.07
02-02-2001,18.72,32.28,7.82,0.92,0,100.62,4.85,2.61,3.82
03-02-2001,19.18,32.29,8.97,0.92,0,100.53,4.8,1.16,3.55
04-02-2001,18.27,30.37,8.42,0.79,0,100.53,3.93,1.98,3.35
05-02-2001,18.96,30.24,8.99,0.98,0,100.64,3.64,1.98,2.79
06-02-2001,20.31,32.83,10.19,1.4,0,100.79,3.95,0.99,2.87
07-02-2001,21.04,32.96,10.8,1.65,0,100.83,4.05,2.41,3.41
08-02-2001,21.65,33.96,11.29,1.77,0,100.86,4.24,1.27,3.26
09-02-2001,22.04,34.39,11.8,1.71,0,100.79,4.46,1.7,3.32
10-02-2001,23.01,33.59,14.69,2.69,0,100.65,4.76,0.79,2.88
11-02-2001,22.71,33.86,14.44,1.53,0,100.48,4.47,0.55,2.98
12-02-2001,23.9,36.08,12.85,1.4,0,100.58,4.51,2.49,3.19
13-02-2001,24.11,36.18,15.31,2.5,0,100.41,6.75,3.27,4.58
14-02-2001,21.86,31.04,13.99,6.16,0,100.54,5.55,2.17,3.86
15-02-2001,21.65,30.87,13.52,3.42,0,100.8,5.11,3.11,4.09
16-02-2001,22.48,32.78,12.89,3.23,0,100.81,4.32,0.99,2.71
17-02-2001,23.53,34.12,13.89,2.56,0,100.78,4.39,0.48,2.68
18-02-2001,24.11,34.74,14.83,2.56,0,100.71,3.81,0.37,2.57
19-02-2001,24.37,35.74,14.59,3.17,0,100.72,4.71,2.07,3.32
20-02-2001,25.36,36.28,15.41,3.66,0,100.66,5.37,1.12,3.47
21-02-2001,25.78,36.24,16.84,3.97,0,100.5,4.06,1.99,3.05
22-02-2001,25.33,37.05,14.08,1.89,0,100.54,4.47,0.75,2.67
23-02-2001,26.87,37.39,17.17,4.33,0,100.58,3.7,2.33,2.8
24-02-2001,26.08,36.87,16.48,5.86,0,100.52,6.12,2.58,4.14
25-02-2001,25.94,35.07,17.76,10.25,0,100.3,6.67,2.81,4.36
26-02-2001,25.37,34.12,17.39,3.05,0,100.43,3.48,0.24,2.54
27-02-2001,25.26,35.59,17.05,1.59,0,100.52,3.85,0.27,2.54
28-02-2001,24.65,35.22,15.53,1.4,0,100.8,5.13,2.56,3.58
01-03-2001,23.97,32.8,18.01,1.83,0,101,6.49,2.88,4.8
02-03-2001,25.09,35.26,16.34,1.89,0,100.93,8.51,3.34,5.5
03-03-2001,25.41,36.4,15.71,2.01,0,100.77,6.63,2.45,4.38
04-03-2001,25.26,36.15,15.6,2.01,0,100.77,6.26,2.18,4.05
05-03-2001,24.2,35.24,14.54,1.65,0,100.75,5.04,0.91,3.35
06-03-2001,24.48,35.99,14.42,1.53,0,100.66,5.29,0.47,3.06
07-03-2001,25.12,35.62,15.98,1.83,0,100.63,5.16,2.54,3.55
08-03-2001,25.42,37.01,14.98,1.71,0,100.5,4.57,2.38,3.52
09-03-2001,26.48,37.91,16.26,2.2,0,100.44,6.23,1.92,3.79
10-03-2001,27.4,37.79,17.51,3.66,0,100.49,5.71,0.23,3.18
11-03-2001,27.8,35.04,19.16,8.06,0,100.58,4.12,0.41,2.2
12-03-2001,28.37,36.62,20.85,9.64,0,100.47,4.99,0.89,2.74
13-03-2001,27.44,36.23,19.22,9.28,0,100.39,3.71,1.23,2.63
14-03-2001,27.74,37.9,18.55,5.07,0,100.42,3.8,1.47,2.72
15-03-2001,28.8,38.12,19.32,5.31,0,100.59,3.32,0.67,2.37
16-03-2001,30.1,39.65,21.28,3.97,0,100.45,5.45,1.51,3.16
17-03-2001,29.56,38.32,20.8,3.66,0,100.35,5.23,1.93,3.1
18-03-2001,29.55,39.88,19.48,2.69,0,100.37,3.87,0.2,2.56
19-03-2001,29.92,39.67,21.55,4.46,0,100.39,4.3,1.59,2.88
20-03-2001,29.26,37.73,21.43,7.81,0,100.34,4.91,2.79,3.8
21-03-2001,29.2,37.47,21.57,8.61,0,100.14,4.23,2.11,3.09
22-03-2001,29.3,37.76,21.12,7.32,0,100.13,4.42,1.88,3.05
23-03-2001,30.11,38.46,21.95,8,0,100.22,4.38,0.26,2.55
24-03-2001,30.52,38.94,22.15,8.24,0,100.15,3.3,0.64,2.35
25-03-2001,30.5,38.97,23.42,7.08,0,100.13,6.48,2.39,3.76
26-03-2001,30.5,39.11,22.68,8.06,0,100.13,6.35,2.89,4.61
27-03-2001,30.93,39,23.09,10.38,0,100.11,5.69,3.31,4.53
28-03-2001,29.23,37.21,22.44,10.5,0,100.06,7.27,3.07,5.18
29-03-2001,27.53,36.48,19.62,6.9,0,100.06,6.16,3.08,4.66
30-03-2001,26.65,35.3,18.4,6.29,0,100.26,5.16,2.77,3.56
31-03-2001,28.33,37.54,19.08,3.36,0,100.51,3.88,1.55,2.77
01-04-2001,29.72,38.74,21.5,3.54,0,100.53,4.65,2.04,3.43
02-04-2001,30.48,40.29,21.83,2.62,0,100.28,5.09,0.97,3.16
03-04-2001,31.04,41.32,20.75,2.5,0,100.16,4.34,1.29,2.66
04-04-2001,30.97,42.49,20.74,2.81,0,100.28,3.16,1.18,2.28
05-04-2001,31.28,42.13,20.63,2.62,0,100.28,4.73,1.09,3.07
06-04-2001,31.65,42.39,21.58,2.32,0,100.42,4.58,1.49,2.96
07-04-2001,32.48,43.51,22,1.89,0,100.53,4.86,2.27,3.54
08-04-2001,31.5,42.04,22.09,2.14,0,100.28,7.11,3.52,4.89
09-04-2001,31.09,42.23,19.06,4.58,0,100.08,6.22,3.08,4.85
10-04-2001,31.57,41.34,20.66,6.71,0,100.24,5.17,2.48,3.82
11-04-2001,32.61,39.89,25.52,8.85,0,100.39,5.71,2.17,3.84
12-04-2001,32.18,39.42,24.8,8.54,6.22,100.22,4.81,0.88,2.74
13-04-2001,31.44,38.94,23.53,9.95,1.91,100.18,4.1,0.06,2.02
14-04-2001,31.74,39.44,24.37,8.79,0.27,100.44,4.89,1.04,2.93
15-04-2001,32.23,39.69,24.69,8.61,0.42,100.53,4.39,1.12,3.08
16-04-2001,32.48,40.03,25,8.67,0,100.34,5.93,1.79,3.98
17-04-2001,31.37,38.97,23.87,10.25,0,100.23,5.37,1.9,3.49
18-04-2001,31.98,39.41,24.12,10.13,0.03,100.2,4.8,0.98,2.69
19-04-2001,31.86,39.3,24.69,10.56,0.01,100.23,5.4,2.27,3.74
20-04-2001,32.31,40.87,24.28,6.96,0,100.22,3.48,2.18,2.91
21-04-2001,33,41.87,24.11,5.07,0,100.14,4.63,2.03,2.99
22-04-2001,33.97,43.54,24.37,4.27,0,100.05,3.7,1.4,2.85
23-04-2001,34.23,44.2,24.37,4.7,0,100.02,4.63,1.77,3.3
24-04-2001,34.68,44.62,24.81,6.29,0,100.09,4.91,1.89,3.41
25-04-2001,33.75,43.89,24.31,6.96,0,100,5.42,2.83,3.91
26-04-2001,33.92,44.78,23.65,7.02,0,99.94,5.81,3.29,4.16
27-04-2001,33.89,43.84,24.11,6.96,0,100.04,5.84,3.2,4.48
28-04-2001,33.06,43.23,23.36,8.61,0,99.91,7.2,3.41,5.35
29-04-2001,33.52,44.37,23.01,10.99,0,99.87,6.44,2.34,4.08
30-04-2001,34.59,44.97,24.77,11.35,0,100.01,4.34,1.56,3.17
01-05-2001,36.03,46.07,26.76,9.46,0,100.02,6.59,3.08,4.3
02-05-2001,35.65,45.48,25.55,9.03,0,99.8,6.83,2.92,4.84
03-05-2001,35.14,45.61,24.28,8.12,0,99.63,5.99,2.79,4.16
04-05-2001,35.53,46.16,25.54,10.56,0,99.78,5.79,2.29,3.53
05-05-2001,36.55,46.48,27.28,9.7,0,99.89,5.05,2.79,4.02
06-05-2001,36.02,46.34,26.01,9.03,0,99.83,7.98,2.53,5.14
07-05-2001,35.51,45.92,24.88,9.22,0,99.85,6.23,2.02,4.5
08-05-2001,34.72,44.5,24.93,10.86,0,99.91,7.26,2.7,5.44
09-05-2001,34.8,43.64,25.98,12.94,0,99.88,8.1,4.05,6.34
10-05-2001,34.52,43.95,26.69,13.24,0,99.93,8.18,4.48,6.64
11-05-2001,34.77,44.62,25.89,12.39,0,99.98,6.8,3.52,5.23
12-05-2001,35.01,44.67,26.01,11.78,0,99.94,6.11,2.64,4.12
13-05-2001,35.31,45.08,26.05,11.96,0,99.82,7.61,3.66,5.34
14-05-2001,34.8,44.21,26.04,12.27,0,99.86,7.64,3.24,5.78
15-05-2001,34.96,43.81,26.58,13.31,0,99.93,7.3,3.31,5.89
16-05-2001,34.96,43.32,27.39,13.79,0,100.03,8.34,4.21,5.76
17-05-2001,34.44,42.29,27.34,13.31,0.04,100.01,7.95,5.05,6.09
18-05-2001,34.6,42.33,27.74,13.37,2.4,99.95,8.16,4.3,5.84
19-05-2001,34.23,41.51,27.68,13.61,0.37,99.93,7.95,5.1,6.15
20-05-2001,34.34,41.37,27.59,13.79,0,99.85,7.42,4.57,5.45
21-05-2001,35.09,42.03,28.26,14.22,0.02,99.77,7.04,2.75,4.66
22-05-2001,35.41,42.68,28.28,13.24,0,99.76,6.11,2,3.88
23-05-2001,36.88,45.18,28.5,12.51,0,99.59,5.8,0.93,3.33
24-05-2001,36.1,44.26,29.93,14.59,0,99.5,8.97,4.03,6.16
25-05-2001,33.24,39.96,28.44,16.97,0,99.54,8.8,5.2,7.45
26-05-2001,32.73,39.06,28.23,16.11,0,99.66,8.89,5.56,7.45
27-05-2001,33.19,40.23,28.18,15.69,0,99.76,8.88,4.3,6.79
28-05-2001,32.67,38.99,28.05,15.56,0.01,99.67,8.84,5.02,6.92
29-05-2001,32.01,38.5,27.89,17.94,2.97,99.59,9.97,6.55,8.19
30-05-2001,30.12,33.6,27.45,18.98,24.34,99.7,7.37,3.48,5.42
31-05-2001,31.98,38.26,25.83,16.72,2.94,99.67,6.09,3.6,4.98
01-06-2001,32.06,36.36,27.65,17.09,7.03,99.69,6.4,3.27,5.21
02-06-2001,32.73,38.8,27.22,17.58,1.82,99.78,6.46,4.42,5.39
03-06-2001,33.49,39.35,27.92,17.03,0.07,99.78,6.49,4.34,5.23
04-06-2001,32.33,38.07,27.8,16.78,10.88,99.67,6.7,4.26,5.38
05-06-2001,32.16,38.3,26.21,16.91,4.5,99.56,6.26,3.02,4.55
06-06-2001,33.65,39.54,28.03,16.3,0,99.44,5.73,1.66,3.95
07-06-2001,33.8,39.17,28.28,16.42,0.01,99.41,5.34,0.93,2.84
08-06-2001,32.62,36.05,28.94,18.43,39.85,99.28,4.48,0.59,2.28
09-06-2001,32.04,37.61,27.54,18.55,4.88,99.29,5.21,1.11,2.88
10-06-2001,32.76,37.92,27.73,18.07,1.08,99.3,2.67,0.25,1.62
11-06-2001,30.97,33.45,28.69,20.08,12.21,99.25,4.66,1.16,2.3
12-06-2001,30.53,34.01,27.77,20.02,1.79,99.26,7.51,0.27,3.49
13-06-2001,29.55,33.23,26.83,19.9,3.07,99.45,5.64,3.18,4.43
14-06-2001,30.52,36.15,26.6,18.8,3.38,99.27,8.57,1.4,4.58
15-06-2001,28.74,33.67,25.68,19.1,5.76,98.99,11.8,5.88,8.36
16-06-2001,27.4,30.16,25.09,19.17,14.66,99.22,11.13,2.36,5.5
17-06-2001,28.62,31.94,25.49,19.53,8,99.23,5.98,2.27,4.08
18-06-2001,30.46,35.29,26.15,18.92,0.5,99.51,6.5,2.59,4.32
19-06-2001,31.09,36,26.55,18.74,0.13,99.64,6.48,3.37,5.4
20-06-2001,31.79,38.53,26.22,17.46,0.01,99.58,7.49,3.91,6.36
21-06-2001,31.67,38.5,26.48,16.66,0,99.54,8.2,5.68,7.09
22-06-2001,31.67,39.2,25.61,16.3,0,99.42,7.8,4.56,6.81
23-06-2001,31.74,38.33,26.48,17.03,0,99.37,8.04,5.87,6.86
24-06-2001,31.96,38.71,26.38,16.91,0.57,99.52,7.79,4.97,6.4
25-06-2001,31.98,38.98,26.09,16.3,0.08,99.66,8.1,4.65,6.14
26-06-2001,32.08,38.8,26.66,16.54,0.06,99.57,8.23,4.77,6.32
27-06-2001,32.15,38.68,26.55,16.42,0.24,99.58,8.51,4.16,5.95
28-06-2001,32.3,39.08,26.57,16.42,0.26,99.52,7.59,4.34,6.3
29-06-2001,31.84,37.82,26.48,16.48,1.49,99.51,6.31,2.87,4.8
30-06-2001,30.89,35.87,26.72,17.09,4.86,99.6,6.16,2.98,4.4
01-07-2001,31.07,36.5,26.96,17.33,1.68,99.69,4.5,2.78,3.76
02-07-2001,28.78,31.35,26.76,18.68,4.14,99.61,5.1,3.17,4.16
03-07-2001,27.93,30.87,26.08,20.26,49.48,99.29,5.54,2.78,4.38
04-07-2001,27.84,31.31,25.6,20.2,27.74,99.18,5.49,3.09,4.7
05-07-2001,28.48,32.67,25.58,20.81,3.78,99.14,5.98,2.03,4.55
06-07-2001,29.24,34.31,25.65,20.14,1.61,99.29,6.62,3.27,5.27
07-07-2001,29.32,33.85,25.94,20.26,2.81,99.33,5.42,2.73,3.68
08-07-2001,29.9,33.89,26.39,20.45,2.74,99.18,4.09,0.52,2.17
09-07-2001,29.16,32.62,27.05,21.61,10.69,99.01,3.57,0.59,1.82
10-07-2001,28.4,31.3,26.08,20.57,4.55,99.18,6.53,2.07,4.98
11-07-2001,28.08,32.47,25.19,19.29,6.27,99.28,8.7,4.44,6.47
12-07-2001,28.31,33.25,24.93,18.55,3.62,99.43,8.26,4.54,6.47
13-07-2001,27.94,32.56,24.46,18.07,12.13,99.75,7.21,3.59,5.49
14-07-2001,28.22,33.48,23.81,17.76,2.51,99.93,6.61,2.83,5.19
15-07-2001,28.73,34.23,24.22,17.7,1.39,99.8,8.59,4.09,6.8
16-07-2001,28.75,33.89,24.47,17.7,1.18,99.64,8.7,4.76,6.98
17-07-2001,28.98,34.29,24.75,18.37,3.38,99.65,8.19,4.17,6.16
18-07-2001,29.06,33.95,25.01,18.43,1.15,99.66,6.59,3.31,5.24
19-07-2001,28.88,33.76,25.36,18.55,0.25,99.56,5.81,3.09,4.75
20-07-2001,28.36,32.37,25.64,18.49,0.73,99.57,6.1,3.11,4.55
21-07-2001,28.87,34.09,24.92,18.25,0.77,99.52,6.48,2.77,4.93
22-07-2001,28.43,33.13,25.33,18.92,3.61,99.58,5.26,2.78,4.17
23-07-2001,27.99,31.69,25.53,19.23,3.92,99.54,4.59,1.34,3.12
24-07-2001,27.08,28.76,25.59,20.08,9.27,99.47,5.34,1.63,3.66
25-07-2001,28.62,33.22,25.13,19.23,2.02,99.59,4.68,2.43,3.69
26-07-2001,29.27,34.51,24.52,18.31,0.56,99.76,5.64,2.95,4.46
27-07-2001,28.58,33.66,25.16,18.98,1.11,99.69,5.31,2.91,4.39
28-07-2001,29.54,34.64,25.42,19.1,3.39,99.6,5.88,3.1,4.99
29-07-2001,28.5,33.08,25.11,18.49,1.88,99.67,5.61,2.95,4.69
30-07-2001,29.55,35.17,24.85,18.13,0.74,99.65,6.6,3.28,5.18
31-07-2001,29.91,35.65,25.53,18.25,1.56,99.85,6.06,1.85,3.69
01-08-2001,30.03,35.34,25.73,18.01,0.38,99.84,5.97,2.3,3.71
02-08-2001,30.12,35.58,25.88,17.03,0,99.58,5.31,3.24,4.38
03-08-2001,29.74,35.02,25.08,16.48,0,99.56,4.8,1.87,3.09
04-08-2001,30.11,35.28,26.04,18.43,12.61,99.76,3.92,0.61,1.8
05-08-2001,29.51,33.77,25.94,19.96,8.85,99.79,6.12,0.65,3.52
06-08-2001,29.73,33.8,26.38,20.32,1.6,99.69,4.95,2.16,3.16
07-08-2001,29.15,32.91,26.3,20.51,14.96,99.59,6.05,2.93,4.31
08-08-2001,27.44,29.89,25.85,20.26,12.64,99.58,7.09,4.72,6.2
09-08-2001,28.13,32.16,25.33,19.9,7.76,99.89,6.04,2.64,3.91
10-08-2001,28.3,32.04,24.7,19.65,1.45,99.85,3.8,1.47,2.36
11-08-2001,29.05,33.53,25.8,20.75,16.3,99.64,4.3,0.72,2.84
12-08-2001,28.5,31.91,26.01,20.45,13.82,99.63,4.98,2.57,3.83
13-08-2001,28.37,32.19,25.51,20.14,0.67,99.7,4.91,3.52,4.32
14-08-2001,28.42,32.75,25.52,20.2,2.89,99.82,4.84,2.66,3.91
15-08-2001,27.41,30.41,25.65,20.57,9.65,99.78,6.59,2.52,4.3
16-08-2001,27.8,31.98,25.25,19.1,1.63,99.79,5.92,3.11,4.5
17-08-2001,27.52,31.44,24.58,18.98,1.82,99.73,5.08,2.27,3.82
18-08-2001,28.28,33.55,24.12,18.07,0.32,99.69,5.38,2.78,4.08
19-08-2001,27.8,32.98,23.31,17.64,0.2,99.78,5.49,2.59,4.2
20-08-2001,28.59,33.62,24.26,18.25,0.09,99.82,4.95,1.92,3.34
21-08-2001,28.83,33.66,24.9,18.62,0.29,99.88,4.84,2.05,3.61
22-08-2001,28.95,34.32,25.09,18.49,0.18,99.72,5.2,2.59,4.08
23-08-2001,29.29,34.91,25.05,19.04,0.75,99.59,4.72,2.72,4.05
24-08-2001,29.08,33.95,25.55,18.92,4.29,99.75,4.01,2.2,3.12
25-08-2001,28.88,33.84,25.01,18.37,1.2,99.96,4.37,2.63,3.67
26-08-2001,29.15,34.94,24.25,17.15,0.56,99.99,5.46,3.12,4.4
27-08-2001,29.15,35.66,23.97,16.78,0.18,99.83,6.1,3.84,5.22
28-08-2001,29.31,36.3,23.75,16.36,0.01,99.73,6.7,3.33,5.27
29-08-2001,29.05,36.16,22.94,15.93,0,99.68,6.56,2.88,5.31
30-08-2001,28.98,36.34,23.1,15.62,0,99.71,6.54,3.05,5.21
31-08-2001,28.85,34.94,23.22,16.11,0,99.69,5.07,2.27,3.88
01-09-2001,29.53,35.68,23.9,16.36,0,99.8,4.06,2.03,2.98
02-09-2001,30.21,36.06,24.89,16.48,0,99.89,4.52,2.3,3.45
03-09-2001,29.97,36.3,24.12,15.81,0,100.03,4.19,1.84,3.3
04-09-2001,29.72,35.77,24.18,15.87,0,100.06,4.97,1.86,3.41
05-09-2001,29.54,35.72,24.19,16.11,0,100.01,5.23,3.16,4.55
06-09-2001,29.65,35.42,24.88,16.17,0.06,100.07,6.61,3.19,4.53
07-09-2001,29.98,36.28,24.53,15.93,0,100.22,5.77,2.33,3.5
08-09-2001,29.98,36.43,24.14,16.11,0,100.33,4.8,2.02,3.27
09-09-2001,29.54,35.84,24.15,16.66,3.78,100.21,4.96,2.67,3.71
10-09-2001,29.43,36.26,23.72,15.87,0.01,100.04,5.69,2.44,4.05
11-09-2001,29.76,36.11,24.04,16.54,0,100.02,5.2,1.97,3.65
12-09-2001,29.85,35.83,25.12,16.48,0.17,100.08,5.36,1.96,2.95
13-09-2001,30.42,36.68,24.83,16.36,0.01,100.04,3.91,1.05,2.57
14-09-2001,29.8,35.26,25.38,16.11,0.03,100.14,3.96,1.79,2.95
15-09-2001,31.06,37.17,25.12,15.38,0,100.26,4.02,0.65,2.12
16-09-2001,32.58,39.74,25.52,14.95,0.01,100.15,3.35,0.5,2.1
17-09-2001,33.03,39.87,26.65,14.77,0,100.09,4.53,1.8,2.98
18-09-2001,32.58,39.98,26.25,13.61,0,100.01,4.75,1.35,3.25
19-09-2001,31.98,38.91,25.62,14.71,0.17,100.06,4.16,2.12,3.2
20-09-2001,31.33,38.15,25.33,14.71,0.05,100.09,5.17,1.3,3.41
21-09-2001,32.4,38.86,26.03,14.28,0.93,100.16,4.03,0.49,1.98
22-09-2001,33.16,40.44,26.74,13.55,0.04,100.09,3.26,1.41,2.37
23-09-2001,34.01,40.52,27.07,13.61,0,100.02,2.2,0.15,1.43
24-09-2001,33.87,41.08,27.9,13.98,0,99.97,5.91,0.18,2.17
25-09-2001,31.83,38.33,27.32,16.6,0.87,100.01,4.51,2.27,3.09
26-09-2001,32.28,40.27,26.13,14.83,0.18,99.96,5.38,1.59,3.04
27-09-2001,33.08,40.55,27.02,13.92,0,99.96,5.63,0.18,2.84
28-09-2001,33.47,41.94,25.58,12.39,0,99.87,3.39,0.27,1.62
29-09-2001,32.19,41.92,23.44,8,0,99.78,3.55,0.3,2.21
30-09-2001,31.46,41.37,22.72,8.06,0,99.73,3.71,1.9,2.77
01-10-2001,32.01,41.58,22.89,10.74,0,99.7,4.74,2.19,3.35
02-10-2001,33.83,40.19,27.87,13.85,0.12,99.73,4.23,1.41,2.85
03-10-2001,33.15,37.53,28.77,15.2,0,99.77,3.63,0.38,1.68
04-10-2001,33.04,39.69,28.09,14.47,0,99.89,4.35,1.59,2.87
05-10-2001,32.62,40.66,26.14,12.7,0,99.87,3.9,1.84,2.88
06-10-2001,31.45,38.8,25.2,14.4,0,99.96,3.45,0.29,2.17
07-10-2001,32.03,37.52,26.8,14.89,0.22,100.12,2.55,0.2,1.59
08-10-2001,31.55,37.24,25.61,12.27,0.06,100.14,4.43,1.09,2.69
09-10-2001,30.55,33.81,27.66,16.66,0.31,100.2,5.18,0.87,2.35
10-10-2001,29.13,33.37,26.31,18.31,9.74,100.26,2.77,1.18,2.05
11-10-2001,28.3,31.95,25.61,19.23,6.56,100.34,3.23,1.69,2.3
12-10-2001,29.79,35.37,24.94,17.21,0.9,100.37,2.68,1.85,2.3
13-10-2001,30.8,36.26,25.26,15.99,0.06,100.36,2.16,0.54,1.48
14-10-2001,32.15,38.94,26.1,14.22,0.03,100.25,4.01,1.95,2.71
15-10-2001,31.63,38.85,25.36,11.54,0.02,100.32,3.28,1.95,2.55
16-10-2001,30.62,39.43,22.19,7.87,0,100.4,4.44,1.82,3.19
17-10-2001,29.99,38.86,21.73,7.81,0,100.31,4.59,1.77,2.95
18-10-2001,28.74,38.12,19.13,6.71,0,100.32,4.29,1,2.59
19-10-2001,29.26,39,18.81,7.26,0,100.54,3.8,0.67,1.85
20-10-2001,29.37,38.4,18.96,7.87,0,100.67,3.16,0.12,1.3
21-10-2001,29.1,37.97,18.85,5.25,0,100.53,3.35,0.4,1.52
22-10-2001,28.51,38.7,19.62,4.94,0,100.56,3.51,0.46,1.83
23-10-2001,28.65,38.98,18.48,5.55,0,100.59,4.03,0.25,2.62
24-10-2001,27.76,38.68,18.02,6.1,0,100.49,4.34,1.2,2.55
25-10-2001,28.33,39.41,17.98,4.64,0,100.29,3.7,1.51,2.43
